track_name,track_id,artist_name,artist_id,album_name,popularity,duration_ms,explicit,artist_genres
Shallow,7KCB9JMl1tSSGGPeNtGdpO,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,Clash The Truth,0,197454,False,"['dream pop', 'surf rock', 'shoegaze']"
Taker,0ZdSPHnoFUAE1tck8oxSyJ,DIIV,4OrizGCKhOrW6iDDJHN9xd,Taker,0,268800,False,"['shoegaze', 'dream pop']"
In Reverse,2MhhQE3JTYMge7eCVl2dNT,Punchlove,5Tbdx7OG835TPTxnEgfNiW,In Reverse,18,283840,False,"['shoegaze', 'dream pop']"
In Your Room,7l5XWtUfIclO2xCTFvts8V,Airiel,1WOhabhnnH1k6KcD81xGD1,Winks & Kisses: Melted,0,566466,False,"['shoegaze', 'dream pop', 'slowcore']"
Slomo,6smJCC2En1iEuN3b9ZQnLX,Slowdive,72X6FHxaShda0XeQw3vbeF,Slowdive,0,413171,False,"['shoegaze', 'dream pop', 'slowcore']"
suffer dude,5Xxa91usdK0epjlUyRtHeH,Colatura,281DMYRccJJg8BXz1TIZF5,suffer dude,30,198346,False,"['dream pop', 'shoegaze']"
This Bright Flash,498rJ13u7pBsT7datcqL8Q,M83,63MQldklfxkjYDoUE4Tppz,"Hurry up, We're Dreaming",40,144026,False,[]
I Want More,5XX6Odv28En2TnabZmOn5E,Gus D. Wynns & the Breakers,4G9m0YY2gWpPy0TkoucWyL,Is This Too Real?,6,326837,False,"['dream pop', 'shoegaze']"
Blue Light,3BdHMOIA9B0bN53jbE5nWe,Mazzy Star,37w38cCSGgKLdayTRjna4W,So Tonight That I Might See,67,310733,False,"['dream pop', 'shoegaze', 'slowcore']"
Being a Robot Is Lonely,1xlXSAmoYsirVEevjnfGMw,The Next World War,6LLbf40KWbBUA1NTKeeLHH,Being a Robot Is Lonely,6,240833,False,"['dream pop', 'shoegaze']"
Careless,6WirzZViqdjM0nEtHMA3el,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,Clash The Truth,0,183133,False,"['dream pop', 'surf rock', 'shoegaze']"
Pancakes,33ySDZzyzAPwscr6zl93FE,Gaspard Eden,11BISbBI3xYpovdOS1DKBu,Soft Power / Pancakes,0,169986,False,"['dream pop', 'shoegaze']"
Night Face Regretter,7hhIjiXL3BnAikwbLlijpC,Deathlist,0OZNuT6W3qlrio23YD2Ml1,Night Face Regretter,5,177506,False,"['dream pop', 'shoegaze']"
Dinosaur,5dLVPZd9DTpd17UlKrOWa1,Fog Lake,04GCjO1r1hPelibCUq9S8H,Captain,0,194000,False,"['slowcore', 'lo-fi indie']"
Shine a Light,4PoTRZnQhOMJM9VMIS2pVh,Spiritualized,6DKmuXxXASTF6xaJwcTfjv,Lazer Guided Melodies,0,434906,False,"['neo-psychedelic', 'space rock', 'shoegaze', 'dream pop']"
Take Care,772AbCLRS8bocvm3hOODVE,Beach House,56ZTgzPBDge0OvCGgMO3OY,Teen Dream,0,348440,False,['dream pop']
Strawberry Blonde,1rUI6I8IKZEtYBL0S8rfXa,Doused,47jpNKqk6XBIcvSWK76Y1c,Murmur,22,285907,False,"['shoegaze', 'dream pop', 'slowcore']"
Natural Devotion,3ozeIgf9g4assFBsLDjDP9,SPIRIT OF THE BEEHIVE,25CgccXK9hJBTuaMF44zeR,You Are Arrived (But You've Been Cheated),36,226943,False,"['shoegaze', 'slowcore']"
A Question Isn't Answered,3xk9UqibrbMjahj2mtmSdx,Temples,4ogwGU9VPWrnVBs1GEwZVV,Sun Structures,0,311702,False,"['neo-psychedelic', 'psychedelic rock']"
Superstar,3w91918dPywkczARMO5tnJ,Beach House,56ZTgzPBDge0OvCGgMO3OY,Once Twice Melody,0,368666,False,['dream pop']
Vertigo Flowers,3xvVuLA3YYZPd5mx8NOnN6,Nothing,60mqEPQp1eNjuwt1Z4yL4J,Tired of Tomorrow (Deluxe Version),41,204975,False,"['shoegaze', 'dream pop', 'slowcore']"
Breather,4rbKtilX985FyoAnHrzCdH,Chapterhouse,3r94PF71LWRI5K6wqclNjQ,Whirlpool (Expanded Edition),30,258760,False,"['shoegaze', 'dream pop', 'slowcore', 'madchester']"
Daylight Storms,6Lbou6DLY96jA6i9DC2vXA,Air Formation,3yBSb6Pf8ezlZFkYxnw3aA,Daylight Storms,26,292280,False,"['shoegaze', 'dream pop', 'slowcore']"
Akira,5etys3p3H0qRDscHy7eWKc,Deafcult,6AX5hnjYSvcjZd9IyqYPsp,Deafcult,28,189531,False,"['shoegaze', 'dream pop', 'slowcore']"
Alison,33HRECrmuelZxOpid6XTNX,Slowdive,72X6FHxaShda0XeQw3vbeF,Souvlaki,62,230986,False,"['shoegaze', 'dream pop', 'slowcore']"
Time,29p70QrSO4d843jPTSeOZn,Travis Roush,5b8lzZHVYq5OntXJGmvakI,"You There, Diamond Eyes",0,224000,False,"['dream pop', 'shoegaze']"
Shadow,6LreV0dZjQlOQQ6foYChc5,Wild Nothing,6NrkINd80slV25wkBu9mEB,Nocturne,0,258560,False,"['dream pop', 'shoegaze', 'chillwave']"
Guilt,1DZtAtt3VKQoDTemC9EKXa,Ringo Deathstarr,3sWLSYm3MFYosc4AZhwajg,Pure Mood,15,180480,False,"['shoegaze', 'dream pop', 'slowcore', 'noise rock']"
The Video Dept.,5Ek17fBK5XaIQK9Em7a423,The Radio Dept.,0utS63XytOEVN1EtzWhJpG,Clinging To A Scheme,0,205280,False,"['dream pop', 'shoegaze']"
This Year,1TFjgmDNqtfw2R0ruYZkUI,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,Somersault,0,168092,False,"['dream pop', 'surf rock', 'shoegaze']"
Zebra,3E3dnHbmTxANxgMqKrf1go,Beach House,56ZTgzPBDge0OvCGgMO3OY,Teen Dream,0,288720,False,['dream pop']
Don't be mad if I don't come along,00AHMSjW85Qs1ByBoHzEID,NAYAD,1ljZUgzfEnBpnaFLzwUnWt,Don't be mad if I don't come along,0,251986,False,[]
nail i couldn't bite,0AgghN0YfYSZRilCXOb3do,SPIRIT OF THE BEEHIVE,25CgccXK9hJBTuaMF44zeR,Hypnic Jerks,0,315659,False,"['shoegaze', 'slowcore']"
The Fog Rose High,3NwaVr6RJg2LPBcJ1Ysl1O,Craft Spells,16lg8y62dC3J6ok1pNAbFJ,Idle Labor,0,189391,False,"['dream pop', 'chillwave']"
Little Uneasy,6jt9wki3cLPpJuPK5ntkOH,Fazerdaze,2awB7Ol181cocZcLLNBBAh,Morningside,0,224000,False,"['dream pop', 'shoegaze']"
Summer Holiday,2I8Dwm2GctXWW4MMPp5Vap,Wild Nothing,6NrkINd80slV25wkBu9mEB,Gemini,0,242746,False,"['dream pop', 'shoegaze', 'chillwave']"
Sugar for the Pill,0GN3fXUdsTHeUg50xfDS0V,Slowdive,72X6FHxaShda0XeQw3vbeF,Slowdive,0,270918,False,"['shoegaze', 'dream pop', 'slowcore']"
Generational Synthetic,0B8zyV6NOayK5dEwGiu2lt,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,Clash the Truth,0,164999,False,"['dream pop', 'surf rock', 'shoegaze']"
Roses,4AdjaWMV4ZkY1WeiwH6xwe,Girlpool,3BYXi96LqI8TwNljFKE0DZ,What Chaos Is Imaginary,11,212993,False,['riot grrrl']
Ghost,7n53Rr7s0NrE56vUNnR4wl,Punchlove,5Tbdx7OG835TPTxnEgfNiW,Solstice // Ghost,7,242459,False,"['shoegaze', 'dream pop']"
I Heard You Looking,4wJsfg40fFsNUbspoRbgDP,Yo La Tengo,5hAhrnb0Ch4ODwWu4tsbpi,Painful,0,421800,False,"['dream pop', 'slowcore']"
Fever Queen,2hWnuDzcKznJvlCxuRgfaA,Nothing,60mqEPQp1eNjuwt1Z4yL4J,Tired of Tomorrow (Deluxe Version),32,176435,False,"['shoegaze', 'dream pop', 'slowcore']"
Diazepam,4iaAD4qbSBs2cfXHTzcYFW,Turnover,0gLjJuczGWhqKVMmVpIT52,Peripheral Vision,0,199037,False,"['midwest emo', 'dream pop', 'pop punk']"
When We Fall,7gePpUawLnGf1l1fnltiIR,Grouper,31uyAcnY0kjjKKIQZMKX4i,Dragging a Dead Deer Up a Hill,37,127680,False,"['drone', 'slowcore', 'ambient', 'dream pop']"
Heartbeat,19XHp8wmXHLegxZRiA0Kmy,BEX,0JMfBNsJyhVafPyD5uAcuX,Move It Or Lose It,6,216818,False,"['dream pop', 'shoegaze']"
"Breathe in, Breathe Out",4J9LOhzDYiASTnXdOgG6I1,Melody's Echo Chamber,1S0vL284jxZYKtZQ2jsQ2X,"Breathe in, Breathe Out",22,170333,False,"['neo-psychedelic', 'dream pop', 'psychedelic rock']"
Confirmation,0wQ0pqFkVoi3NoAcmyx9G5,Wild Nothing,6NrkINd80slV25wkBu9mEB,Gemini,0,193268,False,"['dream pop', 'shoegaze', 'chillwave']"
Iosefka,5ql5pS6ERwE5U5PYPMHbdu,Hayien,757lp5rkqNBZKPLeQ5NugB,Iosefka,0,264705,False,"['shoegaze', 'dream pop']"
Machine Gun,1wXJjKJy5Pt38Bu3tUzTUL,Slowdive,72X6FHxaShda0XeQw3vbeF,Souvlaki,52,266706,False,"['shoegaze', 'dream pop', 'slowcore']"
Take Care,2Ru2ARMNAATgPDL0aSDFCU,SASAMI,4pdoRs7yHNXakMobf8M9Oz,Take Care / Free,35,235346,False,[]
Into The Black,6NQfUZb5VummNR8rozb8Ic,Chromatics,4tOVIRjlWWfR1RrAxyRqTE,Kill For Love,0,322994,False,['dream pop']
Sleepy Couch,5Df8KiHPJSjexHqxDF6Txr,Lunar Vacation,7EEefVBNBS3ckwouEl62oB,Swell,24,206173,False,[]
Like Before You Were Born,0K8N0F3efUhd55TxNGgmGD,DIIV,4OrizGCKhOrW6iDDJHN9xd,Deceiver,0,184906,False,"['shoegaze', 'dream pop']"
Golden Age,3Ao4ZsCSZvXZ4M4r9yzUUZ,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,Beach Fossils,0,285880,False,"['dream pop', 'surf rock', 'shoegaze']"
Forever,7zTkKCqiFMqXfBKcmlMDgQ,Leave the Planet,6vW6YgP4ZCF8wED7yAuQyk,Nowhere,4,216405,False,"['shoegaze', 'dream pop']"
Cold Water People,6TSTKAxF5ZawWLzgiBHzkf,Ride,0WPY9nnBy01s5QOt4o4oQX,Tomorrow's Shore,0,271760,False,"['shoegaze', 'dream pop', 'britpop', 'madchester', 'jangle pop', 'slowcore', 'neo-psychedelic']"
Mind the Wires,0rEVhkcwdi9CcKANWYV0Ot,Tears Run Rings,0cNUrcNznBuZErkcSdHoxJ,"Always, Sometimes, Seldom, Never",29,293466,False,"['shoegaze', 'dream pop', 'slowcore']"
PPP,0qQGx2TyjtZNDNyRYO9Z0W,Beach House,56ZTgzPBDge0OvCGgMO3OY,Depression Cherry,0,368546,False,['dream pop']
Nothing Lasts,3GOO81yxm6EZLkiXLs2sx2,Bedroom,7COP1HCvVq1cIpZcLQYoNe,Grow,0,291785,False,[]
Visions,1rcxltU3Mzn8gN6Z8ly9Zh,Loving,4ftctxasGrW5Ud5Pbw6kWq,If I Am Only My Thoughts,0,233558,False,[]
Keen On Boys,0dCfgEyxU3RyOBtAZw3vPm,The Radio Dept.,0utS63XytOEVN1EtzWhJpG,Marie Antoinette (Original Motion Picture Soundtrack),0,289973,False,"['dream pop', 'shoegaze']"
Sweetheart,4T7okh1A7MmqS7xXypO0wx,Long Beard,3truyDimkGtu58fxQj9Xv9,Means To Me,0,334357,False,['dream pop']
Master of None,3stWWPN41byqp8loPdy92u,Beach House,56ZTgzPBDge0OvCGgMO3OY,Beach House,77,199413,False,['dream pop']
Not The Time,2kz4JUPAQLcaViOVgYxzfF,SASAMI,4pdoRs7yHNXakMobf8M9Oz,Not The Time / Callous,23,170760,False,[]
Sing to Me Candy,47Y4i7hLPazl7BS4sGWsYd,Papercuts,5fN7QZumpTbySswZyiWKXn,Sing to Me Candy,0,344155,False,"['shoegaze', 'dream pop']"
"Some Time Alone, Alone",6G7rDUqMhnmXFVwRRQ7azu,Melody's Echo Chamber,1S0vL284jxZYKtZQ2jsQ2X,Melody's Echo Chamber,44,226400,False,"['neo-psychedelic', 'dream pop', 'psychedelic rock']"
Sugar,3FiDA9GX921AiW7iEpYS3K,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,Somersault,0,204062,False,"['dream pop', 'surf rock', 'shoegaze']"
Out of Mind,5Jl1QnoXsEsRJOOoXHApab,DIIV,4OrizGCKhOrW6iDDJHN9xd,Is the Is Are,0,188050,False,"['shoegaze', 'dream pop']"
Komorebi,2ztHL4aV76oeCe6DDWpky3,Craft Spells,16lg8y62dC3J6ok1pNAbFJ,Nausea,0,263691,False,"['dream pop', 'chillwave']"
The Bridge,2XnHYXyjgeuN8dB5VEGquF,Small Black,1J6xqDysFw6YiQ0vMvIKds,Driftwood Fire,5,284373,False,"['chillwave', 'dream pop']"
Ostra,6PZUWoycpXj6SKgU2OtmPy,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,Willowbank,0,244761,False,['dream pop']
Drool,3AHSYM6974K1tw61oMGG8Y,It Looks Sad.,24M8W1AklCxyWTKjrJZDQ8,Sky Lake,0,184213,False,"['midwest emo', 'math rock']"
There Will Be Blood,6lmuSzEMhDWWkHZSQ0SXyR,Life On Venus,72cBWuYjXkWxEXqZcoH5kE,Encounters,0,218025,False,"['shoegaze', 'dream pop', 'slowcore']"
Numb,6Ijmj8Z0L31hCp5pLZnT5U,Men I Trust,3zmfs9cQwzJl575W1ZYXeT,Numb,69,219340,False,"['bedroom pop', 'indie pop']"
Saw You In A Dream,0U3u0HdRQjD8mAMYBak4Ok,The Japanese House,3IunaFjvNKj98JW89JYv9u,Saw You In A Dream,57,208280,False,[]
Homesick,0e1XGhjLynaRO0P3KxkxDs,Glimmer,4ldTJbQ7TIIjZYgUtH5RwT,Homesick,19,233851,False,"['shoegaze', 'dream pop']"
Porcelain,2ngVZZGrIYAxyxaA2QcWTB,Men I Trust,3zmfs9cQwzJl575W1ZYXeT,Oncle Jazz,45,212889,False,"['bedroom pop', 'indie pop']"
Someday Soon,54H7CLmI5SE7wmhlE0THS5,Lev Snowe,2lRRqJBopJfhZswiXar3a5,Someday Soon,19,217242,False,['dream pop']
Timekeeper,2JL5aOSgBVijhW28Bxfczm,Divine Sweater,6QhdyISn8fmch9ULKyqUoH,Divine Sweater Presents: The Ten Year Plan,32,166387,False,[]
Antibody,46YxybUOOH2MYRXBoHXUgw,Foxes In Fiction,3GSt4ZSP1wEtdbcTTbwjpW,Antibody / Rush to Spark,0,200222,False,"['dream pop', 'shoegaze']"
Float,7vQp9oEEojNtALtfejGND7,"Blood Estate, Wulven",74ILynpls56WeC7FcBq0fF,Float,8,216013,False,"['slowcore', 'shoegaze']"
Jennifer,6uFXA44CcLLWbNY5kYSOK6,Fazerdaze,2awB7Ol181cocZcLLNBBAh,Morningside,0,240736,False,"['dream pop', 'shoegaze']"
Radio,1gyIYA98zceKTnjISviYRz,Freak Slug,5wk7sY8GIg5ihSI09EbWeS,Radio,58,191527,False,"['lo-fi indie', 'dream pop', 'bedroom pop']"
Crystal Tears,44YINUlW44gTcQJKrmGeuK,The Bilinda Butchers,6TnZQyc6gSnomokLLI8mya,Goodbyes,21,315234,False,"['dream pop', 'shoegaze']"
Skin Game,4qgNoDm7QIpbtt3qB96RzY,DIIV,4OrizGCKhOrW6iDDJHN9xd,Deceiver,0,265466,False,"['shoegaze', 'dream pop']"
果物 (Fruit),0NVEtqedqqSAe2fxFuI6vf,Column,4lAk1EpBbxg4jIS0AcerHp,A Year in Your Garden,17,211448,False,[]
Cave Vaults on the Moon in New Mexico,5j375wUE1V53HpkKtiDKT2,Tan Cologne,0BzCBe2kdywrXRgiP1JZeo,Cave Vaults on the Moon in New Mexico,10,265333,False,"['dream pop', 'shoegaze']"
Ohio Blue Tips,3cKzdHoTN1g39ktjm3twCF,Terry vs. Tori,1UAyQNs2HANU7mGGqtXzJv,Heathers,23,194947,False,"['dream pop', 'jangle pop', 'shoegaze']"
Kids Like Us,3KjGgXIX3RIkBrb4j9vU7C,Colatura,281DMYRccJJg8BXz1TIZF5,And Then I'll Be Happy,18,211986,False,"['dream pop', 'shoegaze']"
Alone,1W91GlNLLC6y0xXg1RLtie,Sugar High,5D2LVT3Rf3oBttTmGGj3AP,Love Addict,21,182000,True,"['dream pop', 'shoegaze']"
How,24UzJSXpXqmGXrGjqAOFpY,The Analog Girl,4PK6Yoxg2Ba8C2KQbysQkM,How,12,272250,False,"['dream pop', 'shoegaze']"
Point of View,3BAZa1WlbTZoWPoKcJRtE2,Sonoda,5OcA113uaLxGSU00Nkaaje,Point of View,0,126770,False,"['dream pop', 'shoegaze']"
Magic Hour,7Bo3nnosClsnmd67p6tacd,Terry vs. Tori,1UAyQNs2HANU7mGGqtXzJv,Magic Hour,12,167044,False,"['dream pop', 'jangle pop', 'shoegaze']"
how do you feel,3BMcTB54pN4oZlIIPNxcy1,strawbey,3Ecd4KEdZpKTW8gi3HOmeX,play pretend,2,297612,False,[]
Showers,5lJDgnn9Wq06dBoEdMyXuz,Bored at My Grandmas House,0hQ6Js0CTBu337vggHinhk,Showers,0,220403,False,"['dream pop', 'shoegaze']"
a thing of value,1Vb0Wc8s6cFOKrUj8ZNHnV,copperplate,33gqAcq77ntKPjmks6HLGD,contentment,24,238350,False,"['dream pop', 'shoegaze']"
Fuzz Captain,4QgIkSyVxv6FmsWO2dZz4J,Micra,0riJKpNDw4fboGdUimavkK,Fuzz Captain,0,244231,False,['dream pop']
Even True Love,79PaJyGdIi8XN6d9tp2YlT,Widowspeak,5ZW7HlSuZz8ng2X21cXbdP,Even True Love,0,286660,False,"['dream pop', 'chillwave']"
Delicadeza,67RdRmkIRxl3iShk1hknwo,Mint Field,3okJi6oq87Mwx0VzywmMgz,Delicadeza,0,178146,False,"['shoegaze', 'dream pop', 'mexican rock', 'mexican indie', 'latin indie', 'space rock']"
Cherry-Cola Abyss,3agVTNFmPXfrqQXnxoMyeM,Soft Blue Shimmer,5ZclZsMoBdRY9MJw6l47Fx,Heaven Inches Away,20,356750,False,"['shoegaze', 'dream pop']"
Cricket Songs,1X6YvgGzWH9t6io3ZBZ7JP,Phantom Handshakes,1zg9SzoXC2U50P7Q403Alo,Cricket Songs,20,230480,False,"['dream pop', 'shoegaze']"
Keep You Warm,4GjWZDfWw5ZnW9vmioJwY0,Jaguar Sun,4WQwU51LUtrVrw0K8BMpAC,This Empty Town,36,256204,False,['dream pop']
Goose Ghost,1EokSSh35Ym77YxH7CkTqz,Stove,4rkMcjdyDpeG57mT7lZNKs,Is a Toad in the Rain,0,230805,False,['shoegaze']
Saturn Song,204Yva4BgTADZrtq7h4MNH,Beach House,56ZTgzPBDge0OvCGgMO3OY,The Space Project,26,272773,False,['dream pop']
Irrational,0HAsOUxDiYHKaQSoKKEN5z,Erthlings,7l66fxCnEL8pBlzI5QwGBe,Irrational,0,203992,False,['dream pop']
Lylz,1C9t8whBQcIDcI3mwmmFhp,Helena Deland,0BJeP79i5wKgCqsEEiQ7G0,Lylz,13,183280,False,[]
Just Like Fireflies,5X632JMfT1LF7P1RtVHV9Q,For Tracy Hyde,6D4CyQKY5fDsjK5qKNfqDy,Ethernity,21,160262,False,"['shoegaze', 'japanese indie', 'dream pop', 'jangle pop', 'j-rock', 'math rock', 'shibuya-kei']"
Drown,7EUcNIHj2eWmpGNJF5u0Vh,NewDad,1yz8XixOiIJJ9IxjbnfYV6,Waves,0,190720,False,['lo-fi indie']
Milano Sport,6fLHeUV8b0qho8xPGiyc6g,Doohickey Cubicle,5cnv2wmWqSU2ode1U9p8BH,Milano Sport,13,181845,False,"['dream pop', 'bedroom pop']"
What Are You so Afraid Of,5NwyQFaZbL6w8SaFcPFDn8,Videoclub,3rp4f58JlRHkk8hpdLCer1,What Are You so Afraid Of,0,147573,False,"['french indie pop', 'french pop']"
Tulips,5ECxlbd1DVZ7CsGCRM6WG0,The Bilinda Butchers,6TnZQyc6gSnomokLLI8mya,"Regret, Love, Guilt, Dreams",32,285285,False,"['dream pop', 'shoegaze']"
Above Us,3XUjzEdbLM6gyXJp5JkHD8,Hibou,60S3PHPmmVaBxa0zrcAiHq,Hibou,0,212586,False,['dream pop']
Sun Was High (So Was I),2hc6fCrA3pmmh4EJtzMBs9,Small Black,1J6xqDysFw6YiQ0vMvIKds,Photojournalist b/w Sun Was High (So Was I),0,231680,False,"['chillwave', 'dream pop']"
Taking Off,298kKazpJHYf8LZaYTwD8n,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,Clash the Truth,0,189051,False,"['dream pop', 'surf rock', 'shoegaze']"
Mirror To The Fire,00ozHYZoGTa3oaOzvOt7oo,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,Truth or Consequences,0,178584,False,['dream pop']
Lonely,595AilWVTfMJLQ9Zi30cmP,"Ladyhawke, Radiation City, Chris Farren, Pet Symmetry, Yumi Zouma",5TfnQ0Ai1cEbKY5katFK14,Exquisite Corpse,0,239272,False,[]
Be the Lighthouse,1AArLFgUZ2FKMlCWsceAuv,Hurt Valley,09jv6b9vGmbMGBf7xxnvSO,Glacial Pace,6,178497,False,[]
Change Your Mind,4omurqpm7aWH9VVz2Ii4yO,CASTLEBEAT,0k8UHfMqW86uvhmhHiYzj3,CASTLEBEAT,46,297272,False,"['bedroom pop', 'dream pop', 'lo-fi indie']"
Islands,5HwMuhePwIUpXUv2EI0EiB,Blankenberge,0N9CUdcRxZfnPGAmbkuUrm,More,12,225728,False,"['shoegaze', 'dream pop', 'slowcore']"
One I Can't Ignore,6W0LWlasbqwMGxn87NLgKh,"The Macrobats, Madde",3HV2XYlEjYYuLM73CZCNpY,One I Can't Ignore,15,252569,False,"['dream pop', 'shoegaze']"
Rush to Spark,6zsaWF1rdzIRCmWJtcteCs,Foxes In Fiction,3GSt4ZSP1wEtdbcTTbwjpW,Trillium Killer,0,297778,False,"['dream pop', 'shoegaze']"
Exquisite Tension,69T4iEoAPo1MZ2tv8ppUCW,You'll Never Get to Heaven,1tHzhv6nGl2i5ZaSSFiwK7,Images,0,248295,False,"['dream pop', 'shoegaze']"
Sigh,0pbpe3m3jK5LKdx3Z5f8KE,The Bilinda Butchers,6TnZQyc6gSnomokLLI8mya,"Regret, Love, Guilt, Dreams",29,312601,False,"['dream pop', 'shoegaze']"
No Exit,7sTmKNOcJrx8wAnbXuLim1,Tennis,1ybAN3utgdoUL1MUCtH4QM,No Exit,36,234306,False,[]
All Alone,72xnRXxHiAhTfKSzlPdEmo,Acid Ghost,3DxAikzv8719U68yCVRELD,All Alone,42,168648,False,['dream pop']
Before,5fGv33bhHGfMkuDxct0CYh,Punchlove,5Tbdx7OG835TPTxnEgfNiW,Terminal,6,266366,False,"['shoegaze', 'dream pop']"
Off to New York City,6Cbw78matPaaagbsSF1wDN,BOYS,6zapb0SkRhKMinls0g7VPr,American Dream,0,276899,False,['dream pop']
Girl from Mars,6ZUNNe8T0XAcpyVOMijwQl,Cosmic Child,0AbaYCVaRtwCSxFuRCZHjr,Untitled,18,243000,False,"['shoegaze', 'dream pop', 'chinese indie']"
海と花束,1LuuEtc0bgoZYm82p79Dzw,Kinokoteikoku,61H9d7hbIfFNxJJQmIL9AJ,はじめてのきのこ帝国 UK.PROJECT編,37,192773,False,"['japanese indie', 'shoegaze', 'j-rock', 'math rock', 'dream pop']"
night is young,3mALM7a4cLufetyxSUPbl5,yuragi,1Ksf2sRoSTPdLYbGxJ9oms,nightlife,41,344000,False,"['shoegaze', 'japanese indie', 'math rock', 'dream pop', 'j-rock']"
Doomed,6Pw5gYfLcgU3vm4RoeCyUc,Eyeclimber,0Dufap1ZH2j5MwFsaRAuzV,Doomed,20,168000,False,"['dream pop', 'shoegaze']"
Riquelme,3OHxoCPpoLDca8Jz0Qb4uV,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,EP,0,162225,False,['dream pop']
Into,5O408HCYe3tXhyLf5JMjhJ,CASTLEBEAT,0k8UHfMqW86uvhmhHiYzj3,Into,0,239343,False,"['bedroom pop', 'dream pop', 'lo-fi indie']"
Heavy Days,6Nr8U7LKb4B07ZTbXA1RbX,Still Corners,4zKYrXs8iN4AeHmO8ZxNqp,Heavy Days,0,227683,False,['dream pop']
Sure,3zdTA309WHMFZo1l6IAiPu,Hatchie,3d7MqowTZa2bC5iy1JXLLt,Sugar & Spice,31,249021,False,"['dream pop', 'shoegaze']"
Warmth of You,11HCS8E6veZP3Mkf3f5Kal,Planning For Burial,4nhaUpMjrBW8vywsP2yzzD,Below the House,40,213426,False,"['shoegaze', 'slowcore', 'drone metal', 'post-rock', 'drone']"
Give It Hell,3zLorBeTEnHM5UBd8HuCEd,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,Present Tense,0,204609,False,['dream pop']
You outside my window,0ptW09x2Qjv00t076WBLWF,Kinokoteikoku,61H9d7hbIfFNxJJQmIL9AJ,フェイクワールドワンダーランド,41,241373,False,"['japanese indie', 'shoegaze', 'j-rock', 'math rock', 'dream pop']"
not over you,6fdRXMZ4oLpnphUMVZCMfi,conk creet,7LZuHIHDiWfjJxb9FP5cNt,Growing Pains,11,332000,False,"['dream pop', 'shoegaze']"
10 Mile Stereo,6V1Ha54suZAAoH9vuKznS6,Beach House,56ZTgzPBDge0OvCGgMO3OY,Teen Dream,42,303853,False,['dream pop']
Preoccupation,1iLKFqMqLpfItPRnRUNacj,Black Marble,6Nii4K84ZzBZS8X2MP8c9t,Preoccupation,12,290689,False,"['cold wave', 'darkwave', 'post-punk', 'dream pop']"
Solstice,4eHMLCWUBoQxHuI4XM1hv7,Punchlove,5Tbdx7OG835TPTxnEgfNiW,Solstice // Ghost,6,278852,False,"['shoegaze', 'dream pop']"
"Dream, Ivory",1VqYfdsorchSvhXW6gtBzo,"Dream, Ivory",0qZyvjwZauLmrobrpJmvib,"Dream, Ivory",0,188250,False,[]
Map of the Stars,3yXnxzAYIyKYCcydaznZu9,My Elephant Ride,66oz0LCiayqk2P0LdlbPia,Beyond The Skin,11,229151,False,[]
The Met,6A0O01z01HXYZhlrAfvxID,Colatura,281DMYRccJJg8BXz1TIZF5,The Met,8,217866,True,"['dream pop', 'shoegaze']"
Porcelain,3YKt8wJ7kmDfUY23jhtiwv,Eyeclimber,0Dufap1ZH2j5MwFsaRAuzV,Porcelain,6,204628,False,"['dream pop', 'shoegaze']"
Pink Funeral,6aoaCEsh9MLMndlL9G28WM,Beach House,56ZTgzPBDge0OvCGgMO3OY,Once Twice Melody,0,296226,False,['dream pop']
No Tomorrow,7wFCijfJQowBt1sNqhWgZS,Court Etiquette,6WGinyOruoEvfMEHemukyF,No Tomorrow,4,226640,False,"['dream pop', 'shoegaze', 'lo-fi indie']"
Public Secret,6FfelarA8SE4RpveYxXuRo,Estrada,2GneXHHf3TSS7swhr1uzzE,Public Secret,0,200000,False,"['shoegaze', 'darkwave']"
Decay,3b6DLf2PTYkrGuPGRhWSXP,Blood Estate,74ILynpls56WeC7FcBq0fF,Decay,6,137808,False,"['slowcore', 'shoegaze']"
i'm big dumb,3ccsR4VyFNdeQqJTxXRSJA,conk creet,7LZuHIHDiWfjJxb9FP5cNt,i'm big dumb,9,247200,False,"['dream pop', 'shoegaze']"
"Not Yet, There Is Still One Projectile Left",4XbikCzGo0Zrm6rg9r9jzk,Hayien,757lp5rkqNBZKPLeQ5NugB,"Not Yet, There Is Still One Projectile Left",0,205360,False,"['shoegaze', 'dream pop']"
May,3hVlV66Z3PfvXwIYOTeZdi,Life On Venus,72cBWuYjXkWxEXqZcoH5kE,Encounters,0,220800,False,"['shoegaze', 'dream pop', 'slowcore']"
